fitness,restarts,max_attempts,max_iters,n_invocations
15.0,50,200,500,25219
15.0,50,200,500,25219
15.0,50,200,500,25219
15.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
16.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
18.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
19.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
20.0,50,200,500,25219
21.0,50,200,500,25219
21.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
29.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
34.0,50,200,500,25219
37.0,50,200,500,25219
37.0,50,200,500,25219
37.0,50,200,500,25219
37.0,50,200,500,25219
37.0,50,200,500,25219
37.0,50,200,500,25219
37.0,50,200,500,25219
37.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
45.0,50,200,500,25219
