,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
111,1,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
112,2,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
113,4,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
114,8,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
115,16,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
116,32,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
117,64,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
118,128,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
119,256,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
120,512,0.0,0.45279280000000455,"[5.0, 6.0, 1.0, 3.0, 0.0, 7.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0, 5.0, 4.0, 1.0, 5.0, 1.0, 3.0, 0.0, 5.0]",False,1000,0.5,512
121,0,5.0,0.10861470000000395,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,1000,0.75,512
122,1,1.0,0.4497056000000015,"[2.0, 3.0, 4.0, 5.0, 7.0, 8.0, 7.0, 3.0, 6.0, 0.0, 4.0, 5.0, 1.0, 1.0, 8.0, 2.0, 4.0, 8.0, 2.0, 1.0]",False,1000,0.75,512
123,2,1.0,0.8134417000000056,"[2.0, 3.0, 4.0, 5.0, 7.0, 8.0, 7.0, 3.0, 6.0, 0.0, 4.0, 5.0, 1.0, 1.0, 8.0, 2.0, 4.0, 8.0, 2.0, 1.0]",False,1000,0.75,512
124,4,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
125,8,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
126,16,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
127,32,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
128,64,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
129,128,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
130,256,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
131,512,0.0,1.1810807000000025,"[5.0, 5.0, 0.0, 8.0, 7.0, 3.0, 5.0, 6.0, 4.0, 8.0, 5.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0, 0.0, 1.0, 1.0]",False,1000,0.75,512
